number	sentence	perceptual?	pay attention to?	bearing in mind?	perceptual?IH	pay attention to?IH	bearing in mind?IH	NotesIH	perceptual?MC	pay attention to?MC	bearing in mind?MC	NotesMC	Consensus	Perc	
714	 She's now erm, aware of the situation.	N			N				P		B	?	1	N	
715	 When considering whether or not to apply for an Alexander teacher training course you should be aware of the following:	N		B	N		B		P		B		1	N	
716	 In this he should be fully aware of the options available.	N		B	N				P		B		1	N	
717	 But while we might note that international politics is conducted almost entirely by men, we are not usually aware of gender as we analyse it.	N		B	N				P			Negation 	1	N	
719	 His lawyer, John Gillette, said: He was not aware of any slip roads or hard shoulder.	N			N				P	A		Negation 	1	N	
720	 Students, too, are already finding further education colleges are tracking them electronically, with interest likely to grow as universities become aware of poor attendance at lectures.	N			N				P			Something should be done!	1	N	
721	 In addition, publicity was making benefit claimants aware of the impending changes and advising them to go to their CAB.	N			N				P				1	N	
723	 On a positive note we hope that those British women, who have shown us solidarity with our fight for liberation, will continue their valuable work by making western women aware of just how liberated we actually are, particularly at this time of the lntifada.	N			N				P		B		1	N	
724	 Apart from the domestic consequences, the Bundesbank is of course also fully aware of the pressure from its European partners to reduce its interest rates and allow currencies closely linked to the German mark to relax monetary policy and stimulate growth.	N		B	N				P		B		1	N	
725	 Although there is no direct evidence that the Baron saw cricket on his visits, he must have been well aware of its traditions of Play Up and Play the Game.	N			N				P		B		1	N	
726	 Being aware of the stress and pressure that many people and their families experience when AIDS or HIV is first diagnosed, I became involved in counselling.	N		B	N				P		B		1	N	
727	 It was as if the train journey itself, the old-fashioned intimate compartment in which they had found themselves, the freedom from interruptions and the tyranny of the telephone, the sense of time visibly flying, annihilated under the pounding wheels, not to be accounted for, had released both of them from a carefulness which had become so much a part of living that they were no longer aware of its weight until they let it slip from their shoulders.	N			N				P	A		Negation 	1	N	
728	 At this stage we were not aware of the full significance of the movement of the spoil to form the rampart.	N		B	N				P			Negation 	1	N	
730	The German states were aware of the need for change, but found that no matter how they tried, the better organised markets of Western Europe were very hard to penetrate.	N			N		B		P		B		1	N	
731	 The ability to assimilate information into concepts and to be aware of one's own learning process and capacity for transferring skills and information is seen to be an integral part of the information skills work done within the Modern Studies curriculum and indeed, all information skills work within the school in connection with information retrieval through the library systems.	N		N	N		B		P		B		1	N	
732	 In taking up on green and environmental issues, it will give the G M B a much higher profile, and make non-members and the general public alike more aware of the good things that we are striving for on their behalf.	N			N				P				1	N	
733	 They were very aware of the fears about bed blocking.	N			N				P				1	N	
735	 As a populist Hopkins was well aware of the problems facing middle-class reformers in the dialogue with working-class audiences.	N		B	N				P		B		1	N	
736	 During the process of consultation on Mezey, regional officers were therefore becoming much more aware of the issues, the opportunities and the constraints.	N			N				P		B		1	N	
737	 This is potentially one of the most exciting developments I have been aware of in my experience of pancreatic cancer.	N			N				P				1	N	
738	 I am well aware of the atrocities that some Croatians perpetrated during the second world war, and of the tensions between Serb and Croat that go back long before that, which left a legacy of hatred and fear.	N			N				P				1	N	
739	She clapped her hands over her ears waiting for the water that was almost upon them, aware of the damage it was going to cause.	N			N				P	A	B		1	N	
740	Few Ayrshire people, even those living in the vicinity, are aware of Dundonald Castle's place in our history and, in part, this must be attributable to the lack of interest shown in it by local authorities.	N			N				P			Partial Negation	1	N	
741	 Forest cover has been substantially reduced over the past two decades, although the local people are also reported to be becoming more aware of the need for conservation measures.	N			N				P		B		1	N	
742	 Warner's only chance with Black Fury  would have been if the serious critics had hailed it as a masterpiece and as a great breakthrough, but on this occasion the critics were all too aware of the stresses and strains that had been created by the processing of an authentic theme into a melodramatic format.	N		B	N				P		B		1	N	
746	 Similarly you could decide to make your family more aware of some of your frustrations and what sort of ways they could help you.	N			N				P		B		1	N	
747	 It is, therefore, important to be aware of this if you do go on such a course.	N			N		B		P		B		1	N	
748	 That's right  I know, but see this is, you see this is the point I'm trying to make to you, you can quite happily do it in your own way, but the problem is you don't know what you're doing, right, and, and if you actually knew what you were doing and well aware of what you're doing you would do it a hundred times better and you would do it all the time, right	N			N				P		B	Conditional	1	N	
749	 Feminist psychology is aware of humanist theory's marginality.	N		B	N		B		P				1	N	
750	 The childless were also more concerned about items which they thought would set a bad example to children while nearly all parents were aware of the 9pm watershed for more adult programming.	N			N				P				1	N	
751	The ANC is not aware of any spirit of reconciliation, it said.	N			N				P			Negation 	1	N	
752	 The women who were in co-educational schools did not seem to be so aware of this occurring at school.	N			N				P	A		Negation 	1	N	
754	 In the week during which I read my way through this long, exhaustive study, I was continually aware of the variety of masculinities which coexist uneasily within our culture.	N			N				P		B	"Does ""continually aware"" imply bearing in mind?"	1	N	
755	 The family are not downhearted; they have made many people across the country aware of the Trust and their work.	N			N				P				1	N	
756	 P1 is not under a contractual duty to tell P2 of any defects he is aware of, unless P2 specifically asks.	N			N				P				1	N	
757	In the nineteenth century a comparatively high proportion of the population was aware of its own mortality; today this sense has almost vanished from everyday life.	N		B	N		B		P				1	N	
759	 They are often keenly aware of the familial conflict that this produces.	N			N				P				1	N	
760	 Fourth cousins by marriage, the girls had been aware of each other for much longer and had a number of friends in common.	N			N				P				1	N	
761	 You mean to tell me, Peter, that you've always been aware of this spate of reprisals on officials of the fallen Government?	N			N				P				1	N	
763	 Both Le Bon, and Freud following him, seem to be implicitly aware of the need to see that the followers give prestige to the leader and to ideas; that a relationship is involved.	N		B	N		B		P				1	N	
764	 Businesses involved with these goods must be aware of the special requirements, but for other traders, the following general principles will apply.	N		B	N		B		P		B		1	N	
765	 It is not difficult to discern where this has happened, and frustrating though it is to have to surmise the contents of the missing portions of text, at least the historian is aware of the partial nature of the evidence.	N		B	N		B		P		B		1	N	
766	 It would be an exaggeration to say that every trade union member is now aware of the Commissioner, but it is probable that a disgruntled member's first contact point would be able to pass on the relevant information.	N			N				P			Partial Negation	1	N	
767	 But he was aware of Ken's sexual problems, just as he had confessed then in those letters to Val Orford and Annette Kerr.	N			N				P				1	N	
768	 It is useful for the therapist to be aware of who their allies are, those who can act as a positive role model, and which members are going to be resistant.	N		B	N		B		P		B		1	N	
769	 All prisoners are made aware of these rights.	N			N				P		B		1	N	
770	 That is, previous readers would have grasped the play in Freeman's terms, in so far as they validly comprehended it, but they would not have been aware of so doing, meantime foolishly talking of it in irrelevant, non-explanatory, folk ways.	N			N				P		B	Negation 	1	N	
771	 Workers in Gloucester were aware of the difficulties but shocked by the level of redundancies:	N			N				P				1	N	
772	 The important thing is to be aware of these weak points yourself so that you can be prepared with the best positive interpretation of them if the interviewer picks them up.	N		B	N				P	A	B		1	N	
773	 I'm aware of that, but I can't sit here and await their pleasure.	N			N				P	A		?	1	N	
775	 Research shows that blonde beer drinkers were aware of Guinness and found the commercials unique and somewhat mysterious  precisely the image that PTGI was trying to develop.	N			N				P				1	N	
776	People in Britain are often aware of French centralism and of the power of the President.	N			N				P				1	N	
777	 John Major is aware of these anomalies and that is why he is to review the system.	N		B	N		B		P		B		1	N	
778	There is in fact no doubt that specialization does lead to greater exchange, but anthropologists have become aware of the importance of a different type of material exchange, which is in no way related to technology or specialization.	N		B	N				P	A			1	N	
780	 must not proceed for a private customer with any one packaged product if it is aware of another packaged product on the market which will meet the customer's requirements better; and	N			N				P				1	N	
781	 English-speaking countries, however, have been relatively unaware of this activity because of language barriers, or if aware of any aspect of it have turned a blind eye due to a lack of understanding of the background of the method or a disinterest in the findings of Quantum Physics.	N			N				P			Negation 	1	N	
783	 But like I said  if it if you, if you do that then it's  for them and for yourself  but them being up your arse is irritating  if you just fucking carry on as if nothing had happened, but you're aware of the  th  them doing that  then I think it's a fucking  I've  that's a psychological edge over them anyway it's just the personalities obviously, but er	N			N				P	A		?	1	N	
784	 I hoped that the hon. Member would be aware of the changes in fashion with which our footwear industry has had to deal and would have noticed the internationally competitive conditions in which it has had to operate.	N		B	N				P		B		1	N	
785	 What you should be aware of though is which elements are the most common in sea water  and you'll not be too surprised to learn that sodium and chlorine, as in sodium chloride, as in common salt  are in fact the two most  elements in sea water followed by magnesium, sulphur and calcium.	N			N				P		B		1	N	
787	 If the memoirs of a Mr. J. Stanley Todd are to be believed, the employers first became aware of such a plan as a result of a chance encounter between himself and the union's solicitor, presumably the long-faced Thomas Watson Brown, on the ferry between North and South Shields.	N			N				P				1	N	
789	 Newspapers and journalists were now much more aware of the needs of the market and of commerce.	N		B	N	A	B		P		B		1	N	
790	 By an amended respondent's notice the natural mother supported the local authority's appeal on the grounds advanced by their notice of appeal and further or alternatively sought to contend that the judge (1) had been wrong in law, fact or both to hear and determine the applications for leave when the mother was not a party to the applications and was not aware of them and the judge had not been apprised properly or at all of her wishes in the matter; (2) had acted contrary to the rules of natural justice and to section 10(9) ( d ) (ii) of the Act of 1989; and (3) ought to have required the mother to be notified of the application pursuant to rule 4.3(2) ( b ) of the Family Proceedings Rules 1991, rule 4.4 and Appendix III.	N			N				P			Negation 	1	N	
791	Always conscious of the power in female-male relationships, I was bitterly aware of my own inferior position in the scheme of things.	N			N				P	A			1	N	
792	 We are all aware of the undivided loyalty of the average United fan (Fergie-out and useless).	N			N				P		B		1	N	
793	 If, furthermore, animals lack self-consciousness, as I have argued in Chapter 6, then no sense can be given (a far stronger claim than that we do not know) to the contention that they are aware of the prospect of death and terrified at its implications.	N			N				P	A			1	N	
794	 The authority says it's aware of the support for Horton in the community, but changes in health services are inevitable.	N			N		B		P		B		1	N	
796	 I suspect that too few Scots are aware of what is happening to the latter.	N			N				P	A		Partial Negation	1	N	
797	 More, the fact that this being,  Homo sapiens , is from the moment of birth aware of itself in relation to others, and experiences and defines itself in such a relational mode, suggests the universal, pre-cultural basis of a relational concept that appears to occur in one form or another in all human cultural systems: the complementarity of Self and Other; Us and Them.	N			N				P	A			1	N	
800	 Literature is regarded as distinct from all other uses of language, since only literature (by being non-referential) makes us aware of the true (i.e. Saussurean) nature of language.	N			N				P	A	 	?B	1	N	
801	The first is that the possibility of a revolution occurring in a country where capitalism was poorly developed made him aware of the problem of setting up too rigid a sequence for human evolution.	N			N				P		B		1	N	
802	 Tallis wondered if they were aware of the fact that they were moving further into winter	N			N				P	A		Conditional	1	N	
804	He was a good lover, slow, gentle, aware of Kelly's needs almost before she was aware of them herself.	N		B	N	A	B		P	A			1	N	
806	 It is to be hoped that pupils will acquire a sensitivity towards those who have differing beliefs and develop an understanding of those beliefs, while at the same time becoming more aware of their own value and place within society.	N			N				P	A	B		1	N	
807	 Nietzsche, then, was as aware of the dangers on his path as of its necessity.	N			N	A	B		P		B		1	N	
808	 He was aware of the danger at the time he attempted the rescue.	N			N		B		P	A	B		1	N	
809	 The protection of motherhood involved a series of measures designed to limit the scope of women's activities outside the home, and to make working class mothers more aware of their responsibilities within it.	N		B	N				P		B		1	N	
810	 This made me aware of how badly I'd done with the domestic arrangements.	N			N				P				1	N	
811	 Well we've had three weeks of normal work up training; the guys are well aware of what the role's going to be out there, and we have practised normal training, normal multi-training we've just revised, we're all trained soldiers, and that's how far we've gone.	N			N				P	A	B		1	N	
812	 When the South American travellers arrived here, they were beginning to feel comfortable within or at least aware of the vast map of the subcontinent.	N			N				P		B		1	N	
813	 Fellow  PFK  readers may want to be aware of this, should they be fortunate enough to find themselves in, or near, the principality.	N			N		B		P		B		1	N	
814	 I am not aware of the details but the compulsory incident reporting system was found to be wanting and so was changed to a voluntary one.	N			N				P			Negation 	1	N	
815	 You know, to be aware of the situation,	N			N				P		B	?	1	N	
817	 This is likely to be resisted by the investors on the basis that they may not be aware of the full import of their investigations at this stage.	N			N	A			P				1	N	
820	Before the campaign opened those who were particularly interested in politics were very much more aware of Thatcher's and Kinnock's recent activities.	N			N				P				1	N	
821	 But they are aware of their relative poverty.	N			N				P				1	N	
822	Even the youngest children, who were three years old, were well aware of the  fact  that appearance and reality were conflicting, but how did this knowledge reveal itself in their  judgements about the distinction?	N			N				P		B		1	N	
824	He was aware of the need to conciliate, to plead, to attempt to explain.	N		B	N		B		P		B		1	N	
826	 So, although she was aware of getting red letters, she never realised that she had been taken to court.	N			N				P				1	N	
830	 He was aware of this and in principle disliked it, attempting when he first set up in private practice, to resist it, but he had not been able to.	N			N				P		B		1	N	
831	 Reluctantly, and seemingly dimly aware of the importance of extreme secrecy, Johnny agreed to say nothing.	N		B	N		B		P				1	N	
832	 If you stall accidentally it is almost always because you are not aware of the low speed, etc. and therefore all the training in the world will not prevent you from responding instinctively because you are not at that moment aware that you are stalled.	N			N	A	B		P	A		Negation 	1	N	
833	 Alan what I  I don't know the answer to what you're proposing I really don't know the answer and er I mean I can only go on the, my, my experiences and my experiences are I've never ever consciously or not aware of ever having bought any as a result of	N			N				P	A		Negation 	1	N	
834	 An element that Casey hadn't been aware of and Holman had only suspected.	N			N				P	A		Negation 	1	N	
835	 Carlson was aware of conflicting reports: that Bourbollon had been assassinated earlier in the day; that he had committed suicide rather than face capture by freedom fighters.	N			N				P				1	N	
837	 The young women in this book speak of the importance in their lives of their self-image; how they feel about their changing bodies, the judgements that they are aware of from others and from themselves, their enjoyment of dressing to make a statement, the way they want to challenge stereotypes about themselves, the pleasures of looking good on their own terms.	N			N				P	A			1	N	
839	 So parents need to take into account the attentional state of the child before making a demand and by being aware of the need to gain attention they can avoid a clash of wills (Stayton  et al .	N		B	N		B		P	A			1	N	
840	 Is she aware of the state of play?	N			N				P	A			1	N	
841	 (1988) report that 87 per cent of those aged 75 + were aware of the district nursing service as compared with only 20 per cent for the health visiting service.	N			N				P				1	N	
846	 By the 1960s the new British Afro-Caribbean and Asian communities had become well aware of the racism embedded in the national culture and institutionalized in the practices of many public and private agencies.	N			N				P				1	N	
847	 In fact a lot was happening in my world, but at that time I wasn't at all aware of it.	N			N	A			P	A		Negation 	1	N	
848	Of course, insiders are well aware of the drama which surrounds interrogation and do not need to be reminded or really welcome such information being made public, for as a detective colleague pointed out after reading Irving's paper, if we don't use fear, force, fraud or the promise, how do they think we are going to clear up the crime and get the coughs the system needs to survive?	N			N				P				1	N	
850	 Lawyer C was new to the town and aware of both this problem and that of breaking into an established market.	N			N				P	A			1	N	
851	 Nigel Clogstoun-Willmott, caught up in something of the optimism in the British Imperial Headquarters at Cairo after General Wavell's sweeping desert victories of December 1940, was aware of these and many more problems as he completed a survey through the periscope of a mine-laying submarine off the island of Rhodes, which lies close to the Turkish coast (see map p. 116).	N			N		B		P		B		1	N	
853	 Make sure you're aware of that Okay, for affordability levels for the client, we've got three different levels of plan, that they can choose from.	N			N				P		B		1	N	
855	 The  airline  has always denied it was aware of hostilities in Kuwait when the flight landed.	N			N				P		B	Negation 	1	N	
857	 There are a number of reasons for this and Malina is aware of how such phenomena as poverty, crowded home conditions and poor diet can affect physical performances.	N			N				P		B		1	N	
858	 We're just basically taking everything that is around us in our environment and society and making people aware of it.	N			N				P		B		1	N	
860	 The Reds were victorious over the Whites because they had a well organized, well co-ordinated, strictly disciplined army who were aware of their situation and knew exactly how to handle it.	N		B	N				P		B		1	N	
862	 The following day Ivan Cooper appealed for an end to unplanned marches; clearly the leaders of the DCAC were aware of the large amount of good luck, as well as careful planning, which had enabled them to avoid any major violent incidents.	N		B	N				P		B		1	N	
863	 As a farmer whose children have grown up on a busy farm, I am very aware of the risks and the work pressures that all too easily lead to children being exposed to danger.	N			N		B		P		B		1	N	
864	 Later, we may feel competitive with other girls without even being aware of it.	N			N				P	A		Negation 	1	N	
865	 You call these men a mob, desperate, dangerous, and ignorant Are we aware of our obligations to a mob?	N		B	N				P		B		1	N	
867	 The House will also be aware of the impending rundown of the THORP thermal oxide reprocessing plant construction project at Sellafield with the loss of several thousand jobs.	N			N				P				1	N	
868	 Ann Cunnane, TSSIS information officer, said: We aim to clear up the confusion and bring into perspective the risk, while ensuring the public and medical communities are made aware of the importance of early detection.	N			N				P	A			1	N	
869	 And, Petion added, if they are also aware of the properties of the plant called the  zombi concombre	N			N				P		B		1	N	
871	 Is he aware of the fact that the president of the Bosnian state is a moslem?	N			N				P				1	N	
872	 Because he's articulate he's often perceived as a serious intellectual who thinks out every step and nuance of Smashing Pumpkins, but he's actually quite aware of the stupidity of rock star posturing and this come out in self-deprecation.	N		B	N				P				1	N	
873	 When placing performers be aware of variations in height and build, but it is not always essential that the tall ones go at the back.	N		B	N	A	B		P		B		1	N	
876	 It is greatly to the credit of the profession that, as viewers, we are not aware of the many techniques which have been used to produce a natural effect.	N			N				P	A		Negation 	1	N	
877	 Members are aware of the above called-in planning application and of the schedule of meetings arranged to consider the matter.	N			N				P				1	N	
879	 The bystander was not aware of the crash button on the alarm fitted to the hangar wall, and finding the control room locked, she was unable to sound the alarm.	N			N				P	A		Negation 	1	N	
880	To be aware of the limitations of different forms of publication is an advantage for the reader, who can by this means avoid unnecessary disappointments.	N			N		B		P		B		1	N	
882	 In point of fact the reverse ruled: I was constantly having chits thrust at me giving me a blow-by-blow account of Charlie's state of health, but I was never made aware of the seriousness of Eddie's wound, and somehow I did not know until I visited him in hospital later that morning.	N			N				P	A		Negation 	1	N	
883	 However, some judges do seem prepared to accept that the public are now more aware of character merchandising and there may be a change in this aspect of passing-off before too long.	N			N				P		B		1	N	
884	 A practitioner view was also identified which was pragmatic, accepting elements of both the major value positions outlined here but being more aware of the need for different approaches in different individual cases, and more concerned about matters of detailed practice than of principle (though this may mean simply that values and principles were not made explicit).	N			N	A	B		P		B		1	N	
885	 to her majesty's sch  inspector so that er they could be aware of, of, of the action that the service er as has, has, has taken.	N			N				P		B		1	N	
887	 What was more, Rune was perfectly aware of that fact.	N			N				P	A			1	N	
889	 right  there's a sheet er, that indicates  er, what we are aware of the mathematical ability sorry, the, aye, the mathematical ability  o   o of every child at  i.e. from Spring Gardens it will be a separate sheet	N			N				P		B		1	N	
892	 Therefore it is vital that the professional artist is aware of the broad issues involved, not only so that he or she can make the most of opportunities to promote work, but also in relation to commissions, contracts and other business ventures.	N		B	N		B		P		B		1	N	
893	 In hindsight, if I had been aware of the exact nature of the Foreign Legion, how it operated, and how its members lived, I would have been much more hesitant about joining.	N			N				P		B	Conditional	1	N	
894	 Once aware of the source of the problem, the patient can come to terms with these emotions and the physical symptoms should then diminish.	N			N				P		B		1	N	
895	 Nowadays all large organisations including hospitals or indeed a whole health service  are aware of the need for effective communication within and between different levels and grades of staff in order to achieve efficient management.	N		B	N				P		B		1	N	
896	 Individuals need to be aware of their rights if this kind of legislation is to work.	N		B	N		B		P		B		1	N	
897	 In considering planning for our common future in the face of global change, Holdgate acknowledges that governments are evidently aware of the problems, but awareness needs to be cultivated in individual firms and local communities.	N			N				P				1	N	
901	 have managers been made adequately aware of the potential of the system and given help to use it for strategic and management control decision making?	N			N				P		B		1	N	
904	 The MoD told us the organisers were aware of potential problems when they moved to Wroughton three years ago.	N			N		B		P		B		1	N	
906	 After much discussion, and aware of the risks, the couple decided to continue their relationship.	N		B	N				P		B		1	N	
909	 African journalists are generally better informed about their position and responsibilities; some are acutely aware of their dilemma.	N		B	N				P	A			1	N	
910	 First, we are more aware of the need to confront issues concerned with civil rights and equal opportunities.	N			N		B		P		B		1	N	
911	 So you weren't aware of what he couldn't do, so much as what he could do and did do, and how little of it you could understand.	N			N				P	A		Negation 	1	N	
912	 The age at which total sight loss has taken place is also highly relevant to the way in which pupils interpret their environment and the teacher whose class they attend should be aware of this.	N		B	N		B		P		B		1	N	
913	 And he stresses to parents that teachers share their concerns and are aware of the confusion surrounding the new system.	N		B	N				P		B		1	N	
915	 Is the right hon. Gentleman aware of the theory that he would be happy to drop the whole unhappy business, but that his Minister responsible for health takes a different view?	N			N				P				1	N	
916	 One you are all aware of is that we will be nationally approved to BS5750 standard.	N			N				P		B		1	N	
917	 So it's not about being aggressive it's not about being aggressive or submissive it's about being clear to true to yourself being aware of what you want from any given situation.	N			N				P	A	B		1	N	
918	 Children of three (for example) can be highly aware of, and sensitive to, the fairness of co-operating and sharing, but they may not be so good at returning to these conditions after, say, a quarrel.	N		B	N		B		P		B		1	N	
919	 Perhaps, however, among the 10 per cent who do not know of the CAB, there are many people in difficulty who might be helped if only they were aware of the service it provides.	N		B	N				P			Conditional	1	N	
920	 erm so I'm aware I'm I just like to know if Gordon is actually aware of the terms like team working net working erm .	N			N				P	A			1	N	
921	 Such rigidities can be observed in organizations and institutions as well as whole cultures: the small, traditional engineering or textile firm which fails to adapt to the market and goes out of business; the political party caught between renewal and betrayal; the institution so deeply set in its ways that it is hardly aware of them.	N			N	A			P	A	B	Partial negation	1	N	
923	 Similar reasoning could be applied where the plaintiff puts himself in a position which is not dangerous in itself but he is aware of circumstances which make it more likely that he will suffer harm.	N			N				P	A	B	Negation 	1	N	
924	 We will continue to defend the place of our proprietary mainframes, even though we are well aware of the irreversible erosion of this part of the market.	N			N				P		B		1	N	
925	 Although aware of the images that do sell well, particularly as a woman artist, often painting flowers and other feminine subject matter, Jacqueline is keen to seek a balance between her own personal politics and her work.	N		B	N				P		B		1	N	
927	 It is possible to have a theory of law which stops short of explaining legal obligation as we are aware of it in practice, that is the obligation which articulates the morally-sound reasons for compliance.	N			N				P		B		1	N	
929	 The group is only too well aware of the value of prayer, as well as its social functions.	N			N				P		B		1	N	
931	 According to SQL Access Group chairman Jeff Balboni, the organisation is aware of the discontentment and hopes to soothe disappointment with the publication of these first few specifications.	N		B	N				P		B		1	N	
932	 Timothy looked straight into Topaz's eyes and in that split second she knew without doubt that he was aware of her love for Andrew.	N			N				P	A			1	N	
938	 Throughout, the legislators concerned will be subject to a great deal of explicit lobbying, and will be aware of the political debts they are expected to settle through the budget, as well as the importance that their decisions may have for their own political futures.	N		B	N		B		P		B		1	N	
940	 It is by no means clear that many newcomers are even aware of the feelings that they arouse from time to time in the local population.	N			N				P	A	B		1	N	
941	 erm I think we ought to be aware of the implications of what is happening to our population locally, regionally, nationally, globally.	N		B	N		B		P	A	B		1	N	
942	 Is the Minister aware of the very serious position that faces the Jaguar car company in my constituency?	N			N				P	A			1	N	
943	 It would be useful, he said, if practitioners were made aware of the information that is required from them so they can build it up over a period of time.	N			N				P	A	B	Conditional?	1	N	
944	 In this enquiry, the teacher added to the information available; became aware of the different possibilities of viewdata; learned how to exploit viewdata; and provided the class with an interesting and lively activity.	N			N				P	A	B		1	N	
945	 The exhibition is a challenge too, she is aware of that, but does not know whether to accept.	N			N				P	A			1	N	
946	 The contempt, or criticism, was probably hidden from the others, but Maria was acutely aware of it, and incensed.	N			N	A			P	A			1	N	
948	 I am aware of the extensive experimental research which has focused on ion forms involving Ca++ Na+ etc2, but what seems to have been missed in this prior research is the appreciation that water forms its own ion form in that it dissociates into hydroxyl and hydronium ions as listed on the table.	N			N				P		B		1	N	
949	 3) Being aware of the role of the NCT.	N			N				P	 	B		1	N	
952	 It does strike us as unusual and while I'm obviously aware of some of the individuals who are bidding, I don't know their motives	N			N				P	A			1	N	
953	 There are a great many different swings, but a child must be aware of the skill necessary to make a swing work, that is, transference of his own body weight, as he goes forwards, backwards, up, down and sideways.	N			N				P	A	B		1	N	
954	 He's aware of concern expressed by Parish Council and he's going to see them and he will be very happy to come and er speak to us and answer any questions that we wish him to, so I advised him to contact the clerk to make arrangements.	N		B	N		B		P		B		1	N	
955	 But we are very aware of female shoplifters and prostitutes, and those poor female adolescents who are beyond parental control and in need of care and protection, even though this is a gross misrepresentation of female crime and though the relative absence of serious female crime contradicts the orthodox view that crime and powerlessness go hand in hand (see Chapter 5).	N			N				P		B		1	N	
956	 He was acutely aware of the power of the airlines, especially Pan American, in Congress and in the administration, and he wanted to choose his ground carefully.	N		B	N		B		P	A	B		1	N	
957	 Tojo resigned, succeeded as premier by Koiso Kuniaki, another general, pledged to intensify the fight, but more aware of the need to conciliate Japan's underlings.	N		B	N				P		B		1	N	
958	 I remember that seeing him do that made me realise something I'd always been aware of but never thought about; Frank always carried a clean handkerchief.	N			N				P	A			1	N	
959	 It was at stations that other travellers were made aware of these human shipments and their minimal comforts.	N			N				P	A			1	N	
960	 It is important to be aware of the ideal conditions for using a UV system and so ensure that fish enjoy the best possible environment.	N		B	N		B		P		B		1	N	
961	 The exporter must be aware of the positive and negative aspects of its designs, its packaging, advertising, etc.	N		B	N	A	B		P		B		1	N	
962	 an experienced teacher, someone aware of the educational possibilities and problems offered by the use of multi-media materials a person enthusiastic to extend the range of learning methods employed in schools and keenly interested in educational technology. (ibid.)	N		B	N		B		P		B		1	N	
964	 The pro-reformers were more aware of the necessity of obtaining modern technology, assistance and financial aid to realise the four modernisations.	N		B	N				P		B		1	N	
965	 It was hoped that parents and staff would become more aware of the importance of sharing.	N		B	N				P		B		1	N	
966	 When you eat out, be aware of the high and low levels of fat in foods and you'll become more discerning in your choice.	N		B	N	A	B		P		B		1	N	
970	 She cannot have failed to be aware of the situation as the land reeked of the smells and both water and land were often strikingly coloured.	N			N				P	A			1	N	
971	 She trailed off, suddenly aware of whom she was speaking to.	N			N				P	A			1	N	
972	 Although there is no single strategy suitable for all occasions there are some recognized categories that you should be aware of in devising your own.	N		B	N				P		B		1	N	
973	 Watching several of the video films of Highlander workshops I became forcibly aware of both broad and detailed comparisons of rural problems in Appalachia and the Scottish Highlands.	N			N				P	A			1	N	
974	 it seems as if there were people in medieval and earlier times, aware of the significance of particular sites, who have, in some way we do not fully understand, left instructions and clues which can be followed by those who can tune in to them.	N			N				P	A	B		1	N	
975	 But the detective superintendent was only too aware of how double-edged a weapon irony could be when deployed against a bunch of journalists.	N			N				P		B		1	N	
977	 But my right hon. and learned Friend the Secretary of State for Education and Science and I were aware of some uncertainty about the place of adults within the new policy framework and the arrangements that would apply to them.	N			N				P	A	B		1	N	
978	 The challenge was to plan and implement a strategy which would help give them jobs, to ensure that potential employers were aware of this trained workforce and knew how to gain access to it.	N		B	N				P		B		1	N	
979	 I feel that once parents begin to become too aware of norms, they worry, and therefore unless a child is grossly out of sync, if you like, with their peers, I wouldn't say it would matter, but yes, one would expect a three year old to be talking at one extreme.	N			N	A			P		B		1	N	
980	 The development of the exchange, from a meeting place for buyers and sellers, to futures trading in a pit or ring leads logically to the assumption that every member of the floor should be aware of the prevailing price of business being done and have an equal opportunity to participate in it.	N			N				P		B		1	N	
981	 Is my right hon. Friend aware of any Opposition party  it is the Opposition parties that are so keen for the social charter ever having contested those figures, and, if not, why are they so keen to go into something that would disadvantage Britain?	N			N				P		B		1	N	
982	 The Empress once remarked to Emile Ollivier that she was well aware of her reputation as someone who read only novels, but added: It doesn't really bother me.	N			N				P	A			1	N	
983	 Yes, they reply with sighs of relief, for they are all-too  aware of the scourge of unemployment, particularly among white-collar workers in the south-east of England.	N			N				P	A			1	N	
985	 When the  North American  Indians gave fresh cranberries as a gift to the Pilgrim families, it's unlikely that they were aware of the berries' peculiar talent  they can bounce!	N			N				P	A		Negation 	1	N	
986	 I'm sure most of you are aware of the er the way this er competition is sorted out.	N		B	N				P				1	N	
988	 Villagers were well aware of the reputations of different officials.	N			N				P				1	N	
989	 I have become aware of three stages, all three of which deserve equal attention and time spent on them.	N			N				P		B		1	N	
990	 In Sunset's case you are acutely aware of this as the moves into the upper groove are made definitely not a place to part company with the rock!	N			N	A			P	A	B		1	N	
991	 The problem is basically this, that he then faced: We're all perfectly well aware that the world consists of a lot of different things, files, bottles of water and the like, but we're also aware of, that there are more radical differences between the kinds of things that compose the world.	N			N				P				1	N	
993	 In order to be safe outside, the patient must be aware of his limitations.	N			N		B		P		B		1	N	
994	 While aware of its shortcomings, The Times  welcomed the Act as a promising experiment which should be tried.	N			N		B		P		B		1	N	
997	 If we can start into the budget then, I think members will be fully aware of the wider context that the County Council finds itself in, and we're not proposing to rehearse that at any great length for you other than if you wish us to er, run through that again.	N			N				P	A			1	N	
998	 y  you're aware of my, my views really.	N			N				P			?	1	N	
999	 We are constantly aware of changing market conditions and the need to continually update our marketing plans.	N		B	N	A	B		P		B		1	N	
